property_on_sale_id,latitude,longitude,price,score,type,thumbnail,neighbourhood
67acbd92ef14e7015bcdaee5,40.84174,-73.88161,199000.0,54.76021128139792,Condo,https://photos.zillowstatic.com/fp/136cea89fd254edd816b5acb5a67370d-p_e.jpg,Westchester Square
67acbd95ef14e7015bcdb229,40.82015,-73.809586,660000.0,45.61012177382585,House,https://photos.zillowstatic.com/fp/1f70296480dc7a051ae883a2f459074e-p_e.jpg,Westchester Square
67acbd92ef14e7015bcdaee9,40.764317,-73.9776,369000.0,58.03699692665057,Condo,https://photos.zillowstatic.com/fp/ef634b31c291e20928824599f4104e25-p_e.jpg,Diamond District
67acbd92ef14e7015bcdaf39,40.764317,-73.9776,329000.0,78.47608850096337,Condo,https://photos.zillowstatic.com/fp/0d717658d7b85c223735428e259c8878-p_e.jpg,Diamond District
67acbd92ef14e7015bcdaeea,40.7662,-73.981,150000000.0,30.401655207603095,Condo,https://photos.zillowstatic.com/fp/4cbdaff39f1258cccfefa8129958ef20-p_e.jpg,Diamond District
67acbd92ef14e7015bcdaeec,40.595013,-74.10643,18000000.0,85.39624420044606,House,https://photos.zillowstatic.com/fp/ca20ae5813d856e6dd30db235e023325-p_e.jpg,Dyker Heights
67acbd97ef14e7015bcdb3bd,40.528645,-74.218605,795000.0,1.0118992608605826,House,https://photos.zillowstatic.com/fp/fd4bdbe50c84d63451bb181b66158e94-p_e.jpg,Sea Gate
67acbd92ef14e7015bcdaeee,40.7615,-73.971794,105000000.0,14.035805759728415,Condo,https://photos.zillowstatic.com/fp/736731955ed458825587381963b5fc24-p_e.jpg,Diamond District
67acbd92ef14e7015bcdaf7f,40.774235,-73.95369,6250000.0,74.86820019308736,House,https://photos.zillowstatic.com/fp/b9d02dbbe8e27629023266dcc253ce9f-p_e.jpg,Diamond District
67acbd93ef14e7015bcdafaf,40.74572,-73.98515,25000000.0,56.83741348381468,Condo,https://photos.zillowstatic.com/fp/6295bb00c9581390d7333ecf3732a013-p_e.jpg,Herald Square
67acbd93ef14e7015bcdb040,40.72639,-73.73656,750000.0,74.86626898457442,House,https://photos.zillowstatic.com/fp/89dc089214f345665e05f2538219811e-p_e.jpg,Fresh Meadows
67acbd93ef14e7015bcdb065,40.71807,-73.84351,2198000.0,39.888391394335386,House,https://photos.zillowstatic.com/fp/b4258c5350e9849090186c9285773426-p_e.jpg,Forest Hills Gardens
67acbd93ef14e7015bcdb06a,40.71807,-73.84351,2198000.0,13.343297585197057,House,https://photos.zillowstatic.com/fp/b4258c5350e9849090186c9285773426-p_e.jpg,Forest Hills Gardens
67acbd94ef14e7015bcdb088,40.769978,-73.99228,15000000.0,42.568393553029324,Condo,https://photos.zillowstatic.com/fp/7a4d06f97bd6127e484f3716f9932032-p_e.jpg,Diamond District
67acbd94ef14e7015bcdb094,40.617245,-73.96101,789000.0,72.07158979156685,Condo,https://photos.zillowstatic.com/fp/dd601981adff9241bb5bf29af11e557e-p_e.jpg,Ditmas Park
67acbd94ef14e7015bcdb0bc,40.726284,-74.000465,3250000.0,10.600312786417565,Condo,https://photos.zillowstatic.com/fp/df23e4e2e6acbf3722e9ee9c6ce06114-p_e.jpg,Stuy Town
67acbd94ef14e7015bcdb0e6,40.700027,-73.9933,949000.0,24.196884128313854,Condo,https://photos.zillowstatic.com/fp/cb21636f112065e891f6ef245c4731ac-p_e.jpg,Brooklyn Heights
67acbd94ef14e7015bcdb0fe,40.73797,-74.00735,30000000.0,16.855317402098223,House,https://photos.zillowstatic.com/fp/fe270ce86f1227ad332bd0f3085bcd93-p_e.jpg,Chelsea District
67acbd94ef14e7015bcdb119,40.76648,-73.82641,418888.0,78.41093234909681,Condo,https://photos.zillowstatic.com/fp/a6e6aa4be56898a562d8e223362c3413-p_e.jpg,Pomonok
67acbd94ef14e7015bcdb11c,40.7641,-73.9643,795000.0,89.50774637279456,Condo,https://photos.zillowstatic.com/fp/edb58dd03900dd46c36bb27389ddb555-p_e.jpg,Diamond District
67acbd95ef14e7015bcdb19b,40.68729,-73.775795,775000.0,88.3122809803105,Multi-family home,https://photos.zillowstatic.com/fp/e31f0b9ff946aa5ad16c647775217886-p_e.jpg,Fresh Meadows
67acbd95ef14e7015bcdb208,40.692387,-73.99722,17750000.0,66.7777920746228,House,https://photos.zillowstatic.com/fp/7d77a61a5f69db080f46b44225373891-p_e.jpg,Brooklyn Heights
67acbd95ef14e7015bcdb228,40.757793,-73.80716,1100000.0,68.4700162860321,Multi-family home,https://photos.zillowstatic.com/fp/59001b401543ed1d4905ef3fb5d5ed22-p_e.jpg,Pomonok
67acbd95ef14e7015bcdb22e,40.789356,-73.97689,1865000.0,54.720427573298636,Condo,https://photos.zillowstatic.com/fp/49cb79395ef1defdec5b81c0a2f1a345-p_e.jpg,Diamond District
67acbd95ef14e7015bcdb253,40.66944,-73.97511,10000000.0,35.36195771944849,Townhouse,https://photos.zillowstatic.com/fp/c4d3e227226ff5b69d77c03d1edf6c06-p_e.jpg,Park Slope
67acbd96ef14e7015bcdb26f,40.78409,-73.949394,950000.0,11.663080949376859,Condo,https://photos.zillowstatic.com/fp/02400142772b6045bf33a1ea558234cb-p_e.jpg,Diamond District
67acbd96ef14e7015bcdb2cb,40.77883,-73.957504,199000.0,61.10018343842187,Condo,https://photos.zillowstatic.com/fp/ac9719c0ddb335a08b676e5fb0f067c9-p_e.jpg,Diamond District
67acbd96ef14e7015bcdb304,40.687847,-73.99481,675000.0,1.5526455729051314,Condo,https://photos.zillowstatic.com/fp/39fd126a55c1b4f4ab5fd84e54e3c8f2-p_e.jpg,Cobble Hill Historic District
67acbd96ef14e7015bcdb30e,40.689148,-73.94019,1625000.0,27.15578052890245,House,https://photos.zillowstatic.com/fp/33ea291b73b46fc18138792f3f9d080d-p_e.jpg,Bushwick
67acbd96ef14e7015bcdb314,40.696545,-73.99278,799000.0,64.94143777794478,Condo,https://photos.zillowstatic.com/fp/27b377661e6aaa919e642cbf1ac95a12-p_e.jpg,Brooklyn Heights
67acbd96ef14e7015bcdb316,40.713783,-73.96403,5995000.0,10.843728945360098,Townhouse,https://photos.zillowstatic.com/fp/b0ba26ce2632bdeb3e64d91ae4608aad-p_e.jpg,Stuy Town
67acbd96ef14e7015bcdb31d,40.745632,-73.9862,20000000.0,58.35092492429492,Condo,https://photos.zillowstatic.com/fp/c0ca97a14b8b123454eb477998935da6-p_e.jpg,Herald Square
67acbd96ef14e7015bcdb32d,40.763275,-73.96704,998000.0,78.08155323693555,Condo,https://photos.zillowstatic.com/fp/245efc3215cd748e06b859acb1a48e10-p_e.jpg,Diamond District
67acbd96ef14e7015bcdb34c,40.676865,-73.95481,1999500.0,18.15794883933226,Multi-family home,https://photos.zillowstatic.com/fp/1a4ba7aeedd91bc0882560630b49ab33-p_e.jpg,Fort Greene
67acbd97ef14e7015bcdb36d,40.60424,-73.96027,355000.0,1.1414017697992107,Condo,https://photos.zillowstatic.com/fp/ac9e124cc41f3ba223cffc74685eaeb8-p_e.jpg,Gravesend
67acbd97ef14e7015bcdb36e,40.68029,-73.99791,2995000.0,31.59743864907456,Condo,https://photos.zillowstatic.com/fp/5bf6d08124a422727b799670aca6b34e-p_e.jpg,Carroll Gardens Historic District
67acbd97ef14e7015bcdb376,40.770054,-73.967926,24000000.0,52.16029811928116,House,https://photos.zillowstatic.com/fp/9c8d28b601bd0c6fa024b6ccc40ed732-p_e.jpg,Diamond District
67acbd97ef14e7015bcdb37d,40.722614,-74.00207,2195000.0,96.272952691968,Condo,https://photos.zillowstatic.com/fp/b9c338da0c1be870dc86f47b553def9a-p_e.jpg,Stuy Town
67acbd97ef14e7015bcdb3ba,40.6511,-73.9772,885000.0,64.4119141637904,Condo,https://photos.zillowstatic.com/fp/4a24c4514e04b6bdef7aacfde9a53eff-p_e.jpg,Windsor Terrace
67acbd97ef14e7015bcdb3d6,40.76954,-73.967476,33500000.0,6.426203023595855,Condo,https://photos.zillowstatic.com/fp/6f1198447f3deae5d5164f652ca7d1ce-p_e.jpg,Diamond District
67acbd97ef14e7015bcdb3e3,40.76162,-73.97619,49500000.0,4.0491503383779825,Townhouse,https://photos.zillowstatic.com/fp/c1a6f5a4d1375d9b0f5e15848712fd22-p_e.jpg,Diamond District
67acbd97ef14e7015bcdb3eb,40.692673,-73.96429,1495000.0,2.7375136876600648,Condo,https://photos.zillowstatic.com/fp/9095eb51ad21aaf8953ba081bb50024b-p_e.jpg,Fort Greene
67acbd97ef14e7015bcdb41c,40.902058,-73.900055,255000.0,12.819019657139041,Condo,https://photos.zillowstatic.com/fp/a94ffc9a206bdd41316ed16679f7602d-p_e.jpg,Fort George
67acbd98ef14e7015bcdb437,40.646687,-73.974045,299000.0,35.91313123395863,Condo,https://photos.zillowstatic.com/fp/ea5dfb418825a23e490c5a5f30cc47c2-p_e.jpg,Prospect Park South
67acbd9aef14e7015bcdb61b,34.062725,-118.48435,15950000.0,74.08576795967736,House,https://photos.zillowstatic.com/fp/c2bdb9cd187e2f51ad4fe1bb14adce4a-p_e.jpg,Golden Triangle
67acbd9aef14e7015bcdb6b8,34.117596,-118.44428,1978000.0,26.311734100298246,Townhouse,https://photos.zillowstatic.com/fp/4c1b2395b6b9c92b5491bff518f34e0d-p_e.jpg,Silver Triangle
67acbd9aef14e7015bcdb73f,34.040455,-118.434586,4295000.0,4.807908589245713,House,https://photos.zillowstatic.com/fp/7c541f8ac6d1574492684bd301c20869-p_e.jpg,Cameo Woods
67acbd9aef14e7015bcdb77f,34.14872,-118.356674,8000000.0,91.48722654467998,House,https://photos.zillowstatic.com/fp/97afeb1deff5e0815f3249d90e5c710f-p_e.jpg,Toluca Estates
67acbd9aef14e7015bcdb808,34.04961,-118.31745,3995000.0,48.81216169880821,House,https://photos.zillowstatic.com/fp/786cbaef804925f90e3efbd17a3d208c-p_e.jpg,Oxford Square
67acbd92ef14e7015bcdaef2,40.564392,-74.18404,559888.0,78.24327555910537,Townhouse,https://photos.zillowstatic.com/fp/98f56b14ba07443165822770b19a27a4-p_e.jpg,Sea Gate
67acbd93ef14e7015bcdaff2,40.58171,-74.16178,339000.0,18.805387439304443,Apartment,https://photos.zillowstatic.com/fp/457a760d71a1a06edcc0ef1ae5aaf751-p_e.jpg,Sea Gate
67acbd94ef14e7015bcdb07c,40.55246,-74.200485,475000.0,9.8011240468872,Townhouse,https://photos.zillowstatic.com/fp/17eacb84f14f594e6721e543fd22ee15-p_e.jpg,Sea Gate
67acbd92ef14e7015bcdaef4,40.6016,-74.092545,499000.0,51.18116376367748,Multi-family home,https://photos.zillowstatic.com/fp/cbe6b171a2255a3ed2f77f399cdb0126-p_e.jpg,Dyker Heights
67acbd94ef14e7015bcdb079,40.644547,-74.08083,507100.0,32.24257156324186,House,https://photos.zillowstatic.com/fp/6336e1d2723f05cdf558bf99bb15500b-p_e.jpg,Sunset Park
67acbd92ef14e7015bcdaf8b,40.549862,-74.18149,759000.0,94.74409835132641,House,https://photos.zillowstatic.com/fp/5bff6183bac3d8b9571343d2b3f1e64b-p_e.jpg,Sea Gate
67acbd93ef14e7015bcdafdf,40.56081,-74.18148,499900.0,83.97601942585143,House,https://photos.zillowstatic.com/fp/4e269142f8602291414ab3b7d11315b3-p_e.jpg,Sea Gate
67acbd94ef14e7015bcdb161,40.55608,-74.1745,589900.0,11.455068896791953,House,https://photos.zillowstatic.com/fp/32dfd345e424a3345632982ff869c4fc-p_e.jpg,Sea Gate
67acbd92ef14e7015bcdaefa,40.706676,-73.920654,450000.0,47.68515601406874,Multi-family home,https://photos.zillowstatic.com/fp/2c9f533cb8275b44753a044bcfc77da9-p_e.jpg,Bushwick
67acbd94ef14e7015bcdb0c8,40.614075,-73.93206,849000.0,26.864035888431438,House,https://photos.zillowstatic.com/fp/706f9795fdd0d1bc4615eae010251918-p_e.jpg,Ditmas Park
67acbd95ef14e7015bcdb196,40.64638,-73.94783,979000.0,24.213465849562034,Multi-family home,https://photos.zillowstatic.com/fp/873b37fa443bd23de7c4161e0d67e22f-p_e.jpg,Albemarle-Kenmore Terraces Historic District
67acbd95ef14e7015bcdb1d0,40.614727,-74.03341,359000.0,54.16101950087439,Condo,https://photos.zillowstatic.com/fp/9fc1a5f6b08a9e26b643163f89ff2938-p_e.jpg,Dyker Heights
67acbd96ef14e7015bcdb275,40.631298,-74.03611,1699000.0,85.12247665492029,House,https://photos.zillowstatic.com/fp/26ea949fb4632523f1d77bc30c088db8-p_e.jpg,Dyker Heights
67acbd96ef14e7015bcdb2e6,40.617085,-74.03826,650000.0,83.60251999555342,Condo,https://photos.zillowstatic.com/fp/6e947f4399ca0f46f68c5a6264185d9a-p_e.jpg,Dyker Heights
